Event	ID	Name			Wwise Object Path	Notes
	272266195	scenes_firstscene			\Default Work Unit\Scenes\scenes_firstscene	
	376099243	ui_menu_play_stop			\Default Work Unit\UI\ui_menu_play_stop	
	477371494	pl_deathbybat			\Default Work Unit\Player\pl_deathbybat	
	720681037	scenes_combat			\Default Work Unit\Scenes\scenes_combat	
	797745526	pl_lost			\Default Work Unit\Player\pl_lost	
	842924071	pl_walk			\Default Work Unit\Player\pl_walk	
	952138190	ui_pause_off			\Default Work Unit\UI\ui_pause_off	
	1275912799	ui_tutorial_loading_full			\Default Work Unit\UI\ui_tutorial_loading_full	
	1406566429	amb_lava_begins			\Default Work Unit\Ambient\amb_lava_begins	
	1581714431	title_anim			\Default Work Unit\title_anim	
	1665851904	scene_tutorial			\Default Work Unit\Scenes\scene_tutorial	
	1731872944	ui_pause_on			\Default Work Unit\UI\ui_pause_on	
	1839761221	amb_lava_warning			\Default Work Unit\Ambient\amb_lava_warning	
	1912879160	pl_respawn			\Default Work Unit\Player\pl_respawn	
	2062236611	amb_stalactite_breaks			\Default Work Unit\Ambient\amb_stalactite_breaks	
	2264357082	pl_frozen			\Default Work Unit\Player\pl_frozen	
	2482983275	scenes_mainmenu			\Default Work Unit\Scenes\scenes_mainmenu	
	2712402429	scenes_title			\Default Work Unit\Scenes\scenes_title	
	2719840045	pl_bat			\Default Work Unit\Player\pl_bat	
	2835950611	scenes_comb_rony			\Default Work Unit\Scenes\scenes_comb_rony	
	3009675150	pl_victory			\Default Work Unit\Player\pl_victory	
	3173259453	ui_menu_move			\Default Work Unit\UI\ui_menu_move	
	3208440745	amb_lava_ends			\Default Work Unit\Ambient\amb_lava_ends	
	3237620440	pl_dash			\Default Work Unit\Player\pl_dash	
	3322848542	pl_die			\Default Work Unit\Player\pl_die	
	3474566310	ui_menu_select			\Default Work Unit\UI\ui_menu_select	
	3480935424	pl_jump			\Default Work Unit\Player\pl_jump	
	3841011808	pl_attack			\Default Work Unit\Player\pl_attack	
	3944973105	ui_menu_play_start			\Default Work Unit\UI\ui_menu_play_start	
	4075572744	pl_powerup			\Default Work Unit\Player\pl_powerup	
	4092758663	ui_tutorial_startgame			\Default Work Unit\UI\ui_tutorial_startgame	

State Group	ID	Name			Wwise Object Path	Notes
	1544306542	scenes			\Default Work Unit\scenes	

State	ID	Name	State Group			Notes
	0	None	scenes			
	331684510	combat_rony	scenes			
	2607556080	menu	scenes			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	278622275	lost	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\lost_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\lost		254420
	288802770	menu_move	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\3-Audio 2 [2019-11-26 110053]_AE5331AE.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\UI\menu_move		64064
	317092753	mus_mainmenu_body	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\mus_mainmenu_body_B587EF35.wem		\Interactive Music Hierarchy\Default Work Unit\musica\menu\mus_mainmenu_body\mus_mainmenu_body		989901
	317553690	amb_lava_waterdrop	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_waterdrop_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\waterdrop\amb_lava_waterdrop		186272
	323615622	bat	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\bat_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\bat		398808
	406498596	walk 4	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\walk 4_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\walk\walk 4		35264
	449587389	Dash 1	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\Dash 1_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\dash\Dash 1		44764
	498587190	walk 5	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\walk 5_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\walk\walk 5		32228
	529174181	percu 2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\percu 2_B587EF35.wem		\Interactive Music Hierarchy\Default Work Unit\musica\combat\lava (rony)\percu 2\percu 2		111089
	544287839	lava_falling	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\lava_D89115E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_falling	La columna de lava	116612
	555204854	in	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\in_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\UI\in		38464
	559072331	mus_mainmenu_intro	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\mus_mainmenu_intro_B587EF35.wem		\Interactive Music Hierarchy\Default Work Unit\musica\menu\mus_mainmenu_intro\mus_mainmenu_intro		146309
	563415613	estalagtitas 1	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\estalagtitas 1_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\estalactitas\estalagtitas 1		99540
	583233212	amb_lava_bubble_1	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_bubble_1_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\bubbles\amb_lava_bubble_1		43704
	625784573	amb_lava_loop	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_loop_B587EF35.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\amb_lava_loop		312478
	649773898	respawn	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\respawn_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\respawn		18626
	669740673	amb_lava_bubble_2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_bubble_2_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\bubbles\amb_lava_bubble_2		43704
	681045325	walk 3	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\walk 3_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\walk\walk 3		27374
	699352988	jump	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\jump_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\jump\jump		15424
	736198060	frozen	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\frozen_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\frozen		591048
	758795241	estalagtitas 3	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\estalagtitas 3_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\estalactitas\estalagtitas 3		153684
	768365828	Attack 2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\Attack 2_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\attack\Attack 2		28606
	807365543	deathByBat	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\deathByBat_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\deathByBat		646452
	830428137	warning	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\warning_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\warning		186684
	836615114	amb_lava_bubble_5	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_bubble_5_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\bubbles\amb_lava_bubble_5		43704
	839944065	Attack 1	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\Attack 1_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\attack\Attack 1		55468
	852256812	walk 2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\walk 2_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\walk\walk 2		25552
	856586928	jump 2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\jump 2_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\jump\jump 2		17344
	902745752	scene	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\scene_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\scene		157504
	912002119	estalagtitas 5	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\estalagtitas 5_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\estalactitas\estalagtitas 5		105836
	954441081	victoria	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\victoria_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\victoria		469384
	1005872246	amb_lava_bubble_3	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_bubble_3_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\bubbles\amb_lava_bubble_3		58252
	1036441114	estalagtitas 2	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\estalagtitas 2_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\estalactitas\estalagtitas 2		100800
	1055205583	amb_lava_bubble_4	C:\Users\Crampantes\Desktop\WhyMonsters\WhyMonstersWhy_WwiseProject (con eventos)\.cache\Windows\SFX\amb_lava_bubble_4_1DDA1C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx\combat levels\lava (rony)\lava_ambient\bubbles\amb_lava_bubble_4		43704

